fila@nombre@cuil@fecha_nac@sexo@puesto_laboral@cargo@fecha_ingreso@cod_categoria @categoria @cod_clase@clase@cod_estado@estado@detalle
11@Alena Hackett editado@24159923028@2020-09-29@female@11@Cargo 11@1927-01-11@11@Categoria 11@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3010
12@Alena Hackett editado@24804711990@2020-09-29@male@12@Cargo 12@1927-01-12@12@Categoria 12@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3011
13@Alena Hackett editado@25631933023@2020-09-29@male@13@Cargo 13@1927-01-13@13@Categoria 13@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3012
14@Alena Hackett editado@26564515459@2020-09-29@male@14@Cargo 14@1927-01-14@14@Categoria 14@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3013
15@Alena Hackett editado@22664259077@2020-09-29@male@15@Cargo 15@1927-01-15@15@Categoria 15@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3014
16@Alena Hackett editado@24547185640@2020-09-29@female@16@Cargo 16@1927-01-16@16@Categoria 16@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3015
17@Alena Hackett editado@20463900585@2020-09-29@female@17@Cargo 17@1927-01-17@17@Categoria 17@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3016
18@Alena Hackett editado@23132823035@2020-09-29@female@18@Cargo 18@1927-01-18@18@Categoria 18@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3017
19@Alena Hackett editado@26597603249@2020-09-29@male@19@Cargo 19@1927-01-19@19@Categoria 19@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3018
20@Alena Hackett editado@21933683058@2020-09-29@male@20@Cargo 20@1927-01-20@20@Categoria 20@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3019
21@Alena Hackett editado@26144575071@2020-09-29@male@21@Cargo 21@1927-01-21@21@Categoria 21@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3020
22@Alena Hackett editado@21579085950@2020-09-29@male@22@Cargo 22@1927-01-22@22@Categoria 22@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3021
23@Alena Hackett editado@23944678037@2020-09-29@male@23@Cargo 23@1927-01-23@23@Categoria 23@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3022
24@Alena Hackett editado@20199762241@2020-09-29@male@24@Cargo 24@1927-01-24@24@Categoria 24@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3023
25@Alena Hackett editado@24706894043@2020-09-29@female@25@Cargo 25@1927-01-25@25@Categoria 25@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3024
26@Alena Hackett editado@26865615714@2020-09-29@male@26@Cargo 26@1927-01-26@26@Categoria 26@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3025
27@Alena Hackett editado@25529746642@2020-09-29@male@27@Cargo 27@1927-01-27@27@Categoria 27@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3026
28@Alena Hackett editado@23990567209@2020-09-29@male@28@Cargo 28@1927-01-28@28@Categoria 28@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3027
29@Alena Hackett editado@25224273844@2020-09-29@male@29@Cargo 29@1927-01-29@29@Categoria 29@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3028
30@Alena Hackett editado@23316798249@2020-09-29@female@30@Cargo 30@1927-01-30@30@Categoria 30@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3029
31@Alena Hackett editado@23802270494@2020-09-29@male@31@Cargo 31@1927-01-31@31@Categoria 31@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3030
32@Alena Hackett editado@22143213423@2020-09-29@female@32@Cargo 32@1927-02-01@32@Categoria 32@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3031
33@Alena Hackett editado@25908367271@2020-09-29@female@33@Cargo 33@1927-02-02@33@Categoria 33@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3032
34@Alena Hackett editado@23801137384@2020-09-29@female@34@Cargo 34@1927-02-03@34@Categoria 34@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3033
35@Alena Hackett editado@20602398117@2020-09-29@male@35@Cargo 35@1927-02-04@35@Categoria 35@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3034
36@Alena Hackett editado@25842862125@2020-09-29@female@36@Cargo 36@1927-02-05@36@Categoria 36@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3035
37@Alena Hackett editado@25557172529@2020-09-29@male@37@Cargo 37@1927-02-06@37@Categoria 37@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3036
38@Alena Hackett editado@26985651075@2020-09-29@female@38@Cargo 38@1927-02-07@38@Categoria 38@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3037
39@Alena Hackett editado@24157653740@2020-09-29@female@39@Cargo 39@1927-02-08@39@Categoria 39@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3038
40@Alena Hackett editado@23559876539@2020-09-29@male@40@Cargo 40@1927-02-09@40@Categoria 40@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3039
41@Alena Hackett editado@20422301169@2020-09-29@male@41@Cargo 41@1927-02-10@41@Categoria 41@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3040
42@Alena Hackett editado@26652030763@2020-09-29@male@42@Cargo 42@1927-02-11@42@Categoria 42@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3041
43@Alena Hackett editado@24303163974@2020-09-29@male@43@Cargo 43@1927-02-12@43@Categoria 43@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3042
44@Alena Hackett editado@23173224674@2020-09-29@male@44@Cargo 44@1927-02-13@44@Categoria 44@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3043
45@Alena Hackett editado@24942359400@2020-09-29@male@45@Cargo 45@1927-02-14@45@Categoria 45@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3044
46@Alena Hackett editado@25671562588@2020-09-29@male@46@Cargo 46@1927-02-15@46@Categoria 46@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3045
47@Alena Hackett editado@21051660436@2020-09-29@female@47@Cargo 47@1927-02-16@47@Categoria 47@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3046
48@Alena Hackett editado@21426308755@2020-09-29@male@48@Cargo 48@1927-02-17@48@Categoria 48@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3047
49@Alena Hackett editado@21837703215@2020-09-29@female@49@Cargo 49@1927-02-18@49@Categoria 49@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3048
50@Alena Hackett editado@20059127949@2020-09-29@female@50@Cargo 50@1927-02-19@50@Categoria 50@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3049
51@Alena Hackett editado@21002123878@2020-09-29@female@51@Cargo 51@1927-02-20@51@Categoria 51@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3050
52@Alena Hackett editado@24897113180@2020-09-29@female@52@Cargo 52@1927-02-21@52@Categoria 52@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3051
53@Alena Hackett editado@24158566030@2020-09-29@female@53@Cargo 53@1927-02-22@53@Categoria 53@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3052
54@Alena Hackett editado@26198005910@2020-09-29@female@54@Cargo 54@1927-02-23@54@Categoria 54@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3053
55@Alena Hackett editado@21105099819@2020-09-29@male@55@Cargo 55@1927-02-24@55@Categoria 55@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3054
56@Alena Hackett editado@25960793260@2020-09-29@female@56@Cargo 56@1927-02-25@56@Categoria 56@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3055
57@Alena Hackett editado@22151591478@2020-09-29@female@57@Cargo 57@1927-02-26@57@Categoria 57@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3056
58@Alena Hackett editado@21378696088@2020-09-29@female@58@Cargo 58@1927-02-27@58@Categoria 58@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3057
59@Alena Hackett editado@25974780001@2020-09-29@female@59@Cargo 59@1927-02-28@59@Categoria 59@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3058
60@Alena Hackett editado@25009338482@2020-09-29@male@60@Cargo 60@1927-03-01@60@Categoria 60@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3059
61@Alena Hackett editado@21852740322@2020-09-29@male@61@Cargo 61@1927-03-02@61@Categoria 61@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3060
62@Alena Hackett editado@24264782800@2020-09-29@female@62@Cargo 62@1927-03-03@62@Categoria 62@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3061
63@Alena Hackett editado@26642678242@2020-09-29@male@63@Cargo 63@1927-03-04@63@Categoria 63@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3062
64@Alena Hackett editado@21384544510@2020-09-29@female@64@Cargo 64@1927-03-05@64@Categoria 64@1@clase 1@1@activo@1|sueldo basico|1|1|30 dias|50000|2|antiguedad|2|1|5 anios|15000|3|presentismo|3|2|null|1500|4|por titulo|4|2|30 porciento|1200|5|esposa|8|5|null|3500|6|jubilacion|9|6|18.5 porciento|9250|7|obra social|11|6|3 porciento|1500|8|resolucion n52009|5|4|null|3063
